keyword,sentances,translation
Serendipity,"[Serendipity], sėr-en-dip′i-ti, n. a love for rare old books and other articles of virtu.","[Serendipity], sėr-en-dip′i-ti, n. katresnan kanggo buku lawas langka lan artikel virtu liyane."
Serendipity,That polite trifler is fond of a word which he coined himself—'[Serendipity].',Wong cilik sing sopan iku seneng karo tembung sing diciptakake dhewe-'[Serendipity].'
Serendipity,"It is more than this: it is a matter of observation to any one with a moderate degree of ""[Serendipity].""","Iku luwih saka iki: iku prakara pengamatan kanggo sapa wae kanthi tingkat moderat ""[Serendipity]."""
Serendipity,"They think of [Serendipity] as earned, of work as bestowed, of success as deserved and reserved to the deserving.","Padha nganggep [Serendipity] minangka entuk, karya minangka dianugerahi, sukses minangka pantes lan dilindhungi undhang-undhang kanggo sing pantes."
Sibilant,"But she only lifted a warning finger and made a [Sibilant] sound with her lips, adjuring silence.","Nanging dheweke mung ngangkat driji peringatan lan nggawe swara [Sibilant] nganggo lambene, adjuring kasepen."
Sibilant,"Exemplify the [Sibilant] impurity with such syllables as pish, false, traitress, miscreant.","Tuladha najis [Sibilant] kanthi suku kata kayata pish, palsu, pengkhianat, miscreant."
Sibilant,But out of the muck-heap I picked five pearls—four [Sibilant] nouns and a name that I knew before.,Nanging saka tumpukan muck aku njupuk limang mutiara - papat tembung [Sibilant] lan jeneng sing aku ngerti sadurunge.
Sibilant,"Grace whispered, but the [Sibilant] swish of sounds seemed more resonant than an outspoken address might have.","Grace bisik-bisik, nanging swarane [Sibilant] katon luwih resonan tinimbang alamat sing ora diucapake."
Sibilant,"The tones were first high, then low, never guttural, and possessed a certain [Sibilant] quality.","Nada kasebut pisanan dhuwur, banjur kurang, ora tau guttural, lan nduweni kualitas [Sibilant] tartamtu."
Silhouette,"The coat, with fitted bodice, nipped-in waist, and full skirt, created a familiar [Silhouette] for Kate.","Jas kasebut, kanthi bodice sing dipasang, pinggul sing dicepit, lan rok lengkap, nggawe [Siluet] sing akrab kanggo Kate."
Silhouette,I would have added “no photographs of meditative politicians walking on the shore” with a slash though a [Silhouette] of JFK.,"Aku bakal nambah ""ora ana foto politisi meditative mlaku-mlaku ing pantai"" kanthi garis miring sanajan ana [Siluet] JFK."
Silhouette,"As you walk in front of the first screen, your [Silhouette] appears and birds swoop down toward you.","Nalika sampeyan lumaku ing ngarepe layar pisanan, [Siluet] sampeyan katon lan manuk-manuk mlayu marani sampeyan."
Silhouette,"And I sat there as he shot the [Silhouette], but he had to stop because I started frantically crying.","Lan aku lungguh ing kono nalika dheweke nembak [Siluet], nanging dheweke kudu mandheg amarga aku wiwit nangis."
Silhouette,"She picks out Diane von Furstenberg dresses and starts really enjoying this new [Silhouette], this new freedom.","Dheweke milih gaun Diane von Furstenberg lan wiwit seneng banget [Siluet] anyar iki, kebebasan anyar iki."
Silhouette,In the dimly-lighted doorway of a corner house the figure of a Chinaman showed as a motionless [Silhouette].,Ing lawang omah pojok sing surem cahya katon sosok wong China minangka [Siluet] sing ora obah.
Silhouette,"It was then easy enough to obtain a fairly accurate [Silhouette], by either outlining the profile or cutting it out from the screen.","Iku banjur cukup gampang kanggo njupuk cukup akurat [Siluet], dening salah siji outlining profil utawa Cut metu saka layar."
Silhouette,"He existed, moreover, only in contour; he never rose above harmoniously outlined [Silhouette].","Dheweke ana, malih, mung ing kontur; dheweke ora tau munggah ing ndhuwur kanthi harmonis [Siluet]."
Silhouette,"Pete produced the [Silhouette] of a young lady, and handed it round.","Pete ngasilake [Siluet] saka wanita enom, lan nyerahke bunder."
Silhouette,"Looking in the same direction I saw, through the haze, the sharp outlines of a city in gray [Silhouette].","Nggoleki ing arah sing padha aku weruh, liwat kabut, garis cetha saka kutha ing werna abu-abu [Siluet]."
Solitude,Perhaps some of that [Solitude] and bitterness found its way into Alec Leamas.,Mbok menawa sawetara saka [Solitude] lan pait nemu dalan menyang Alec Leamas.
Solitude,The Dude is at his happiest when he has a few minutes of [Solitude] and rest to get high and listen to whale sounds.,Wong lanang iku paling seneng nalika dheweke duwe sawetara menit [Solitude] lan ngaso kanggo dhuwur lan ngrungokake swara paus.
Solitude,"[Solitude] activates the imagination, and invites introspection.","[Solitude] ngaktifake imajinasi, lan ngajak introspeksi."
Solitude,"Adam (Tom Hiddleston), the vampire composer, seeks [Solitude] and people willing to trade him his blood fix.","Adam (Tom Hiddleston), komposer vampir, ngupaya [Solitude] lan wong-wong sing gelem perdagangan dheweke ndandani getih."
Solitude,"If you thought qualifications for being a hermit were a tendency toward [Solitude] and dislike of civilization, think again.","Yen sampeyan ngira kualifikasi dadi pertapa minangka kecenderungan kanggo [Solitude] lan ora seneng karo peradaban, pikirake maneh."
Solitude,Was he really condemned to an eternal [Solitude] because of the girl who had died so many years ago?,Apa dheweke pancen dikutuk dadi [Solitude] sing langgeng amarga bocah wadon sing wis mati pirang-pirang taun kepungkur?
Solitude,"Prud'hon, in humiliation and despair, lived in a [Solitude] almost complete.","Prud'hon, ing asor lan putus asa, urip ing [Solitude] meh rampung."
Solitude,"He walked on, and thought of the rapt liberty of the soul in the sweet serenities of beautiful [Solitude].","Dheweke mlaku terus, lan mikirake kamardikan rapt saka nyawa ing serenities manis ayu [Solitude]."
Solitude,"No, poor thing, I fear she has anxieties of her own just now, she seeks [Solitude] a good deal.","Ora, bab miskin, aku wedi dheweke duwe kuatir dhewe saiki, dheweke nggoleki [Solitude] menehi hasil apik."
Solitude,"Then he would burst rudely into my [Solitude] and while I sopped cold water over his injured members, he would blubber.","Banjur dheweke bakal bledosan rudely menyang [Solitude] lan nalika aku sopped banyu kadhemen liwat anggota tatu, kang bakal blubber."
Sonorous,"There was Radim Palouš, the [Sonorous] philosophical godfather of Kampademia.","Ana Radim Palouš, bapak baptis [Sonorous] filosofis Kampademia."
Sonorous,"At the end, the [Sonorous] Welles concludes with a little talk about Halloween.","Ing pungkasan, [Sonorous] Welles rampung kanthi ngobrol babagan Halloween."
Sonorous,"Franklin Roosevelt's addresses in 1933 and 1937 remain alive, as does the [Sonorous] rhetoric of John F. Kennedy's address in 1961.","Alamat Franklin Roosevelt ing taun 1933 lan 1937 tetep urip, uga retorika [Sonorous] pidato John F. Kennedy ing taun 1961."
Sonorous,"The ancient cities, the dreamy harbors, the [Sonorous] street names that no longer existed.","Kutha kuna, pelabuhan ngimpi, jeneng dalan [Sonorous] sing wis ora ana maneh."
Sonorous,"In my youth, you heard, side-by-side, the church bells ringing and the beautiful, [Sonorous] call to prayer of the muezzin.","Nalika isih enom, sampeyan krungu, sisih-by-side, lonceng pasamuwan muni lan ayu, [Sonorous] adzan saka muazin."
Sonorous,"Her glance wandered from his face away toward the Gulf, whose [Sonorous] murmur reached her like a loving but imperative entreaty.","Mirit dheweke ngumbara saka pasuryan adoh menyang Teluk, kang [Sonorous] murmur tekan dheweke kaya entreaty maha nanging imperatif."
Sonorous,"Pausing at the threshold before opening the door, the [Sonorous] mumble sounding through the deal panels misled me.","Ngaso ing ambang sadurunge mbukak lawang, mumble [Sonorous] muni liwat panel deal mblusukake kula."
Sonorous,Jerry hit the instrument as he spoke and drowned his own voice in its [Sonorous] roar.,Jerry mencet instrument nalika ngandika lan klelep swara dhewe ing sawijining [Sonorous] nggero.
Sonorous,"Over me, away off, as if from the heavens, I heard a [Sonorous] rumble of mystery words.","Ing sadhuwure aku, adoh, kaya-kaya saka swarga, aku krungu swara misterius [Sonorous]."
Sonorous,"I should think 'twould make a splendid subject—you could use such [Sonorous], resounding words.","Aku kudu mikir 'bakal nggawe subyek apik-sampeyan bisa nggunakake kuwi [Sonorous], resounding tembung."
Sumptuous,"Lunch finally arrives, this time not a [Sumptuous] feast but fish wrapped in a military newspaper distributed on U.S. bases.","Nedha awan pungkasane teka, wektu iki dudu pesta [Sumptuous] nanging iwak sing dibungkus koran militer sing disebar ing pangkalan AS."
Sumptuous,The table was set with the Cavendish silver and crystal and various [Sumptuous]-looking bottles from the wine cellar.,Tabel iki disetel karo salaka Cavendish lan kristal lan macem-macem [Sumptuous]-looking gendul saka rong anggur.
Sumptuous,"“[Sumptuous],” Huston continued, pointing out the image of a richly crimson carriage interior.","""[Sumptuous],"" Huston terus, nuduhake gambar interior kreta layung sugih."
Sumptuous,Apple has long been known for luring the best talent the tech world can offer to its [Sumptuous] Cupertino headquarters.,Apple wis suwe dikenal amarga narik bakat paling apik sing bisa ditawakake jagad teknologi menyang markas [Sumptuous] Cupertino.
Sumptuous,"People like [Sumptuous] things, and will pay to have them, especially when the copies lack the look and feel of the original.","Wong kaya [Sumptuous] iku, lan bakal mbayar kanggo duwe, utamané nalika salinan lack dipikir lan aran asli."
Sumptuous,The startled guests filed hastily across to find a dainty but [Sumptuous] repast served at little tables.,Tamu-tamu sing kaget banjur cepet-cepet nyabrang golek jajanan sing enak nanging [Sumptuous] sing disuguhake ing meja cilik.
Sumptuous,"In the [Sumptuous] dining-room, their elbows on the table, full of meat and drink, they planned and discussed.","Ing ruang makan [Sumptuous], sikut ing meja, kebak daging lan ombenan, padha ngrancang lan ngrembug."
Sumptuous,And the baroness threw a furtive look on the ancient and [Sumptuous] clock in a corner of the room.,Lan baroness mbuwang dipikir furtive ing kuna lan [Sumptuous] jam ing sudhut kamar.
Sumptuous,"The autumn was unusually fine, and the colours [Sumptuous] beyond description.","Musim gugur pancen apik banget, lan warna-warna [Sumptuous] ora bisa digambarake."
Sumptuous,"Far up against Dalgrothe Mountain appeared a [Sumptuous] star, mystical and red.","Adoh munggah marang Dalgrothe Mountain katon lintang [Sumptuous], mistik lan abang."
Surreptitious,Last month I turned and faced their [Surreptitious] security: “Catch any thieves today?”,"Sasi kepungkur aku noleh lan ngadhepi keamanan [Surreptitious]: ""Nyekel maling dina iki?"""
Surreptitious,Stephanie often takes [Surreptitious] photographs of fellow commuters for a not-yet-realized blog.,Stephanie asring njupuk foto [Surreptitious] kanca-kanca komuter kanggo blog sing durung diwujudake.
Surreptitious,They refused until they had “achieved their [Surreptitious] climax.”,"Dheweke nolak nganti ""ngrambah klimaks [Surreptitious]""."
Surreptitious,"But by 1953, with McCarthyism and the second Red Scare in full swing, the FBI moved from [Surreptitious] research to direct contact.","Nanging ing taun 1953, kanthi McCarthyism lan Red Scare kaping pindho ing ayunan lengkap, FBI pindhah saka riset [Surreptitious] menyang kontak langsung."
Surreptitious,Grandmother Penny and Mr. Spackles went to the circus in a more or less [Surreptitious] manner.,Mbah Penny lan Pak Spackles tindak menyang sirkus kanthi cara sing kurang luwih [Surreptitious].
Surreptitious,"The house was but a small one, with no [Surreptitious] closets or cupboards, or other hiding-places.","Omah iki mung cilik, ora ana lemari utawa lemari, utawa papan ndhelik liyane."
Surreptitious,She took a [Surreptitious] glance at the profile of Captain Goritz.,Dheweke ndeleng [Surreptitious] ing profil Kapten Goritz.
Surreptitious,"It was his first [Surreptitious] taste of fame on the Atlantic coast, and not without its delight.","Iku pisanan [Surreptitious] rasa fame ing pesisir Atlantik, lan ora tanpa bungahaken."
Surreptitious,She reflected quickly that he could not have known anything of her [Surreptitious] trading with the peddler.,Dheweke cepet-cepet mikir yen dheweke ora ngerti apa-apa babagan perdagangan dheweke [Surreptitious] karo tukang dagang.
Tranquility,"But relative to centuries past, America is a marvel of domestic [Tranquility].","Nanging relatif kanggo abad kepungkur, Amerika minangka keajaiban domestik [Tranquility]."
Tranquility,But the illusions of peace and [Tranquility] soon crumble around them like a patch of freshly laid snow.,Nanging khayalan katentreman lan [Tranquility] enggal-enggal ambruk ing saubengé kaya salju salju sing anyar.
Tranquility,"The waiting room is ill-kempt, but inside its institutional blue and white walls, there is a surprising sense of [Tranquility].","Ruang tunggu ora rapi, nanging ing njero tembok biru lan putih institusional, ana rasa kaget [Tranquility]."
Tranquility,"“It gives me [Tranquility],” said Batya Katzir, another Ashdod resident.","""Iki menehi kula [Tranquility],"" ujare Batya Katzir, warga Ashdod liyane."
Tranquility,"So it was something that would symbolize some [Tranquility], peace—anything that would give it a good energy.","Dadi ana sing bakal nglambangake sawetara [Tranquility], tentrem-apa wae sing bakal menehi energi sing apik."
Tranquility,In your last letter you ask whether your remaining at Bath is necessary to my [Tranquility].,Ing layang pungkasan sampeyan takon apa sampeyan isih ana ing Bath perlu kanggo [Tranquility].
Tranquility,"The public [Tranquility] had not been disturbed, when armed peasants introduced themselves.","Umum [Tranquility] wis ora kaganggu, nalika petani bersenjata ngenalaken piyambak."
Tranquility,Who was this mysterious correspondent that dared to disturb the [Tranquility] of his retreat?,Sapa wartawan misterius iki sing wani ngganggu [Tranquility] mundur?
Tranquility,"He did so with the greatest [Tranquility], as if the objection was the most insignificant affair in the world.","Dheweke nindakake kanthi [Tranquility] sing paling gedhe, kaya-kaya bantahan kasebut minangka urusan sing paling ora penting ing donya."
Tranquility,"I am obliged to write in haste, and very imperfectly, a work which requires the leisure and [Tranquility] I do not enjoy.","Aku kapekso kanggo nulis kanthi cepet, lan banget ora sampurna, karya sing mbutuhake luang lan [Tranquility] aku ora seneng."
Umbrella,And that means they also fall under the [Umbrella] of programs most likely to get the axe when state and federal budgets are tight.,Lan tegese padha uga tiba ing [Payung] program paling kamungkinan kanggo njaluk kapak nalika negara lan Federal budget nyenyet.
Umbrella,"The program—weirdly—is now under the [Umbrella] of ABC News, and is suffering from flat ratings and an aging demographic.","Program-aneh-saiki ana ing [Payung] saka ABC News, lan gerah saka ratings flat lan demografi tuwa."
Umbrella,"The law professor, Benny Tai, urged the students to “retreat and take the spirit of the [Umbrella] Movement into the community.”","Profesor hukum, Benny Tai, ngajak para siswa supaya ""mundur lan njupuk semangat Gerakan [Payung] menyang komunitas."""
Umbrella,Think of them as the Monuments Men and Women of the [Umbrella] Movement.,Coba wong-wong mau minangka Monumen Pria lan Wanita saka Gerakan [Payung].
Umbrella,"From Carnations to [Umbrella], the history and importance of names people give to nonviolent movements.","Saka Carnations kanggo [Payung], sajarah lan pentinge jeneng wong menehi kanggo gerakan non-kekerasan."
Umbrella,"She looked up in his face, leaning on his arm beneath the encircling shadow of the [Umbrella] which he had lifted.","Dheweke katon munggah ing pasuryan, condong ing lengen ing sangisore bayangan encircling saka [Payung] kang wis diangkat."
Umbrella,"Now that it rains there's no more room under your [Umbrella] than there was a few moments ago, when the sun was shining.","Saiki wis udan ora ana papan liyane ing ngisor [Payung] sampeyan tinimbang sawetara wektu kepungkur, nalika srengenge wis sumunar."
Umbrella,As he spoke he wedged himself between Grandfather Mole and the stem of the toadstool [Umbrella].,Nalika ngandika dheweke wedged piyambak antarane Eyang Mole lan gagang toadstool [Payung].
Umbrella,"""It's plain that your [Umbrella] didn't grow as much as you thought,"" Mr. Meadow Mouse retorted.","""Jelas yen [Payungmu] ora tuwuh kaya sing dikira,"" wangsulane Pak Meadow Mouse."
Umbrella,"He put on his big straw hat, and taking his [Umbrella] from the stand in the hall, followed the lady in black, never overtaking her.","Dheweke nganggo topi jerami sing gedhe, lan njupuk [Payung] saka papan ing bale, ngetutake wanita sing nganggo ireng, ora nate nyusul."
Wanderlust,These are seriously fun journeys that allow users to satisfy their [Wanderlust] without a plane ticket.,Iki minangka perjalanan sing nyenengake banget sing ngidini pangguna bisa marem [Wanderlust] tanpa tiket pesawat.
Wanderlust,"[Wanderlust] stresses a no-harm-done mantra, and their intention is not, as Austin puts it, “to poke holes in the security theater.”","[Wanderlust] nandheske mantra sing ora ana gunane, lan tujuane ora, kaya sing dikandhakake Austin, ""kanggo nggawe bolongan ing teater keamanan."""
Wanderlust,"With the watch, [Wanderlust] found a way to cover costs and ensure a varied and trustworthy clientele.","Kanthi jam tangan, [Wanderlust] nemokake cara kanggo nutupi biaya lan njamin klien sing maneka warna lan bisa dipercaya."
Wanderlust,The Night Heron was the first adventure [Wanderlust] opened up to an audience larger than a pre-set guest list.,The Night Heron minangka petualangan pisanan [Wanderlust] dibukak kanggo pamirsa sing luwih gedhe tinimbang dhaptar tamu sing wis disetel.
Wanderlust,The [Wanderlust] Projects duo are building bars in water towers and romantic getaways in abandoned resorts.,Duo [Wanderlust] Projects mbangun bar ing menara banyu lan liburan romantis ing resor sing ditinggalake.
Wanderlust,"Easy as life was for Gorky in this city, where he remained for a while, the ""[Wanderlust]"" again seized him.","Gampang kaya urip Gorky ing kutha iki, ing ngendi dheweke tetep sawetara wektu, ""[Wanderlust]"" maneh nyekel dheweke."
Wanderlust,He was a boyish and attractive individual whom the [Wanderlust] had driven westward from his home in Wisconsin.,Dheweke minangka bocah lanang lan atraktif sing diusir [Wanderlust] menyang kulon saka omahe ing Wisconsin.
Wanderlust,"The [Wanderlust] becomes chronic, and mainly because it was not treated properly in its intermittent stage.","[Wanderlust] dadi kronis, lan utamane amarga ora diobati kanthi bener ing tahap intermiten."
Wanderlust,The sweet fragrance of blossoming orchards tingled in your nostrils and thrilled you with [Wanderlust].,Arum manis saka kebon kembang sing mekar ing irungmu lan nyenengake sampeyan [Wanderlust].
Wanderlust,Moonlight nights had come and the [Wanderlust] was growing more and more insistent in his veins.,Wengi padhang rembulan wis teka lan [Wanderlust] saya tambah ngeyel ing urat.
Wherewithal,"Somebody maybe doesn't have the [Wherewithal] to get out, the means to get out—I had that.","Mungkin ana wong sing ora duwe [Wherewithal] kanggo metu, sarana kanggo metu-aku duwe."
Wherewithal,"I lack the [Wherewithal] to start my own competing certifying board, to say nothing of the chutzpah.","Aku lack [Wherewithal] kanggo miwiti Papan sertifikat saingan dhewe, kanggo ngomong apa-apa saka chutzpah."
Wherewithal,Those who have the [Wherewithal] to shop online with greater ease and frequency have a greater ability to avoid sales taxes.,Sing duwe [Wherewithal] kanggo toko online kanthi luwih gampang lan frekuensi duwe kemampuan sing luwih gedhe kanggo nyegah pajak dodolan.
Wherewithal,The British middle class no longer had servants--but they also lacked the [Wherewithal] to obtain fancy new appliances.,Kelas menengah Inggris ora duwe abdi maneh - nanging uga ora duwe [Wherewithal] kanggo entuk peralatan anyar sing apik.
Wherewithal,"“Even if you had the [Wherewithal] to embarrass a reporter, there was no mechanism to do it,” Mr. Cramer said.","""Sanajan sampeyan duwe [Wherewithal] kanggo ngisin-isini wartawan, ora ana mekanisme kanggo nindakake,"" ujare Pak Cramer."
Wherewithal,"But a lawyer who needed the [Wherewithal] finally condescended to risk the task, and into it he plunged.","Nanging pengacara sing mbutuhake [Wherewithal] pungkasane ngakoni risiko tugas kasebut, lan dheweke terjun."
Wherewithal,"Secondly, we had already been for some time at work to fix up the [Wherewithal] to meet our chronic nightmare, the water trouble.","Kapindho, kita wis sawetara wektu ing karya kanggo ndandani [Wherewithal] kanggo ketemu ngipi elek kronis kita, masalah banyu."
Wherewithal,And how do you know that I have got [Wherewithal] to pay the reckoning?,Lan kepiye sampeyan ngerti yen aku kudu mbayar pitungan?
Wherewithal,"If they have [Wherewithal] to persuade the Jury to bring it in Manslaughter, what are they the worse for it?","Yen dheweke duwe [Wherewithal] kanggo mbujuk Juri kanggo nggawa ing Manslaughter, apa sing luwih ala kanggo iku?"
Wherewithal,He immediately clamored for the [Wherewithal] to fill an aching void that was making itself painfully felt in his midsection.,Dheweke langsung njaluk [Wherewithal] kanggo ngisi kekosongan sing lara sing nyebabake rasa lara ing bagian tengah.
Wistfulness,"But the words “responsible” and “Republican” are no longer typeable together except in moods of mockery, or at least [Wistfulness].","Nanging tembung ""tanggung jawab"" lan ""Republikan"" ora bisa diketik maneh kajaba ing swasana moyoki, utawa paling ora [Wistfulness]."
Wistfulness,That gave last night's dinner with Ahmadinejad an air of [Wistfulness] tinged with growing fear.,Sing menehi nedha bengi bengi karo Ahmadinejad hawa [Wistfulness] tinged karo tambah wedi.
Wistfulness,"Winston smiled, though there was a [Wistfulness] in his eyes as he saw the faint bewilderment in his companions' faces.","Winston mesem, sanajan ana [Wistfulness] ing mripate nalika dheweke weruh bewilderment Samar ing pasuryan kanca kang."
Wistfulness,"For at least five minutes he stood without moving, his whole face softened into a boyish [Wistfulness].","Paling ora limang menit dheweke ngadeg tanpa obah, kabeh pasuryane dadi cah lanang [Wistfulness]."
Wistfulness,"She rose at this, turning her eyes about the room as if from the extremity of martyrdom or the [Wistfulness] of some deep thought.","Dheweke wungu ing iki, ngowahi mripate babagan kamar kaya-kaya saka extremity martir utawa [Wistfulness] sawetara pikiran jero."
Wistfulness,"She always suggested tea before the hour, and her friend always, but with so different a [Wistfulness], rang for it.","Dheweke tansah disaranake teh sadurunge jam, lan kancane tansah, nanging karo supaya beda [Wistfulness], rang kanggo iku."
Wistfulness,I was awake at once––wide awake for him: moved by the [Wistfulness] of this appeal to some perception of his need.,Aku langsung tangi––awake kanggo dheweke: dipindhah dening [Wistfulness] banding iki kanggo sawetara pemahaman kabutuhan.
Zenith,"Who was the most erotic poet of the late Renaissance and early Baroque, when the quatrain reached its courtly [Zenith]?","Sapa pujangga paling erotis ing pungkasan Renaissance lan awal Baroque, nalika quatrain tekan courtly [Zenith]?"
Zenith,This reached its [Zenith] when he and Jon Stewart held their Rally to Restore Sanity And/Or Fear in 2010.,Iki tekan [Zenith] nalika dheweke lan Jon Stewart nganakake Rally kanggo Mulihake Sanity lan / Utawa Wedi ing 2010.
Zenith,"In his own mind he is at the [Zenith] of his life, a man in full.","Ing pikirane dhewe dheweke ana ing [Zenith] uripe, wong kanthi lengkap."
Zenith,The major labor unions - then at the [Zenith] of their political power - disliked Johnson.,Serikat buruh utama - banjur ing [Zenith] kekuwatan politike - ora seneng karo Johnson.
Zenith,"In 1986, at the [Zenith] of her strength, that figure was reduced to 1.9 million.","Ing taun 1986, ing [Zenith] kekuwatane, angka kasebut suda dadi 1,9 yuta."
Zenith,"The sky was alight from [Zenith] to horizon, the Nile aflame with sunrise, by the time the letter was written.","Awang-awang saka [Zenith] nganti tekan ing cakrawala, Kali Nil murub ing srengenge, nalika layang kasebut ditulis."
Zenith,"The leathered Diapason, indeed, is now attaining a [Zenith] of popularity both in England and America.","The Diapason leathered, tenan, saiki entuk [Zenith] popularitas loro ing Inggris lan Amerika."
Zenith,Coloured shafts mapped the vault from horizon to [Zenith] like the spokes of a prodigious wheel of fire.,Shafts colored map vault saka cakrawala kanggo [Zenith] kaya spokes saka rodha geni prodigious.
Zenith,"The sun, a ball of fiery brass, burned directly in the [Zenith], so that the shadow of the foliage lay like a carpet about her feet.","Srengenge, werni saka kuningan murub, burned langsung ing [Zenith], supaya bayangan saka godhong-godhongan enom lay kaya karpet ing sikil."
Zenith,How did it fare with the poor all over Europe in the centuries when Christianity was at the [Zenith] of its power?,Piyé carané wong-wong miskin ing saindhenging Eropah ing abad-abad nalika Kristen ana ing [Zenith] kekuwatane?
